Run	ReleaseDate	LoadDate	spots	bases	spots_with_mates	avgLength	size_MB	AssemblyName	download_path	Experiment	LibraryName	LibraryStrategy	LibrarySelection	LibrarySource	LibraryLayout	InsertSize	InsertDev	Platform	Model	SRAStudy	BioProject	Study_Pubmed_id	ProjectID	Sample	BioSample	SampleType	TaxID	ScientificName	SampleName	g1k_pop_code	source	g1k_analysis_group	Subject_ID	Sex	Disease	Tumor	Affection_Status	Analyte_Type	Histological_Type	Body_Site	CenterName	Submission	dbgap_study_accession	Consent	RunHash	ReadHash
ERR2603895	2019-02-19 08:13:02	2019-02-24 09:23:21	0	0	0	0	1259		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/ERR002/603/ERR2603895.sralite.1	ERX2620551	4635sTS.Opossum.Heart.90dpb.Male_s	RNA-Seq	PolyA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	ERP109071	PRJEB27035		523156	ERS2519771	SAMEA4699600	simple	13616	Monodelphis domestica	SAMEA4699600					male		no					Lausanne Genomics Technology Facility	ERA1502210		public	B0172B5D610A125400D4F091B7C54E22	BEC8070E0DB2F7F6D3416F65D99C0B62
ERR2603896	2019-02-19 08:13:02	2019-02-24 09:25:24	0	0	0	0	1600		https://sra-pub-run-odp.s3.amazonaws.com/sra/ERR2603896/ERR2603896	ERX2620552	5866sTS.Opossum.Heart.90dpb.Female_s	RNA-Seq	PolyA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	ERP109071	PRJEB27035		523156	ERS2519772	SAMEA4699601	simple	13616	Monodelphis domestica	SAMEA4699601					female		no					Lausanne Genomics Technology Facility	ERA1502210		public	F4C8BFD812C1727561513E1488D2D1EF	591B62B89D66F8C7C9EBF6B7CC18FA19
ERR2603897	2019-02-19 08:13:02	2021-10-24 07:47:16	52410086	5293418686	0	101	1987		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/ERR002/2603/ERR2603897/ERR2603897.lite.2	ERX2620553	4608sTS.Opossum.Cerebellum.90dpb.Female_s	RNA-Seq	PolyA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	ERP109071	PRJEB27035		523156	ERS2519773	SAMEA4699602	simple	13616	Monodelphis domestica	SAMEA4699602					female		no					Lausanne Genomics Technology Facility	ERA1502210		public	2E99AF0098712E9DA7BF5DCD75D6546E	938DD683851E94003E4A9D2F4EBA6568
ERR2603898	2019-02-19 08:13:02	2019-02-24 09:26:44	0	0	0	0	1896		https://sra-pub-run-odp.s3.amazonaws.com/sra/ERR2603898/ERR2603898	ERX2620554	4621sTS.Opossum.Cerebellum.90dpb.Male_s	RNA-Seq	PolyA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	ERP109071	PRJEB27035		523156	ERS2519774	SAMEA4699603	simple	13616	Monodelphis domestica	SAMEA4699603					male		no					Lausanne Genomics Technology Facility	ERA1502210		public	3CDA26EE79F5A291D2ED5A0EB2769FCD	6B70BE7091677B458401142D5156F39E
ERR2603899	2019-02-19 08:13:02	2021-10-24 07:42:50	46740848	4720825648	0	101	1668		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/ERR002/2603/ERR2603899/ERR2603899.lite.2	ERX2620555	5865sTS.Opossum.Cerebellum.90dpb.Female_s	RNA-Seq	PolyA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	ERP109071	PRJEB27035		523156	ERS2519775	SAMEA4699604	simple	13616	Monodelphis domestica	SAMEA4699604					female		no					Lausanne Genomics Technology Facility	ERA1502210		public	6A985426454F431DAD69C8AF9B58BA11	A730D1F26F9CA1286248A559B458A8C5
ERR2603900	2019-02-19 08:13:03	2019-02-24 09:36:35	0	0	0	0	1146		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/ERR002/603/ERR2603900.sralite.1	ERX2620556	4609sTS.Opossum.Kidney.90dpb.Female_s	RNA-Seq	PolyA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	ERP109071	PRJEB27035		523156	ERS2519776	SAMEA4699605	simple	13616	Monodelphis domestica	SAMEA4699605					female		no					Lausanne Genomics Technology Facility	ERA1502210		public	0132BDF6871B969E7721E8C84D6F0E75	0F2C96F9195D650B3E2DCA5F65C48779
ERR2603901	2019-02-19 08:13:03	2019-02-24 09:27:35	0	0	0	0	1417		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/ERR002/603/ERR2603901.sralite.1	ERX2620557	4636sTS.Opossum.Kidney.90dpb.Male_s	RNA-Seq	PolyA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	ERP109071	PRJEB27035		523156	ERS2519777	SAMEA4699606	simple	13616	Monodelphis domestica	SAMEA4699606					male		no					Lausanne Genomics Technology Facility	ERA1502210		public	FD4A7E691936EA6F370876BC8FE80074	10815FF6845C882B24557E989C22E809
ERR2603902	2019-02-19 08:13:03	2021-10-24 07:38:11	30073184	3037391584	0	101	1073		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/ERR002/2603/ERR2603902/ERR2603902.lite.2	ERX2620558	5867sTS.Opossum.Kidney.90dpb.Female_s	RNA-Seq	PolyA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	ERP109071	PRJEB27035		523156	ERS2519778	SAMEA4699607	simple	13616	Monodelphis domestica	SAMEA4699607					female		no					Lausanne Genomics Technology Facility	ERA1502210		public	321C4FA4E30979BE6DBA5FF23B412309	15C093DC28FF73B157354452C0FDFC2C
ERR2603903	2019-02-19 08:13:03	2019-02-24 09:32:46	0	0	0	0	1583		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/ERR002/603/ERR2603903.sralite.1	ERX2620559	4610sTS.Opossum.Liver.90dpb.Female_s	RNA-Seq	PolyA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	ERP109071	PRJEB27035		523156	ERS2519779	SAMEA4699608	simple	13616	Monodelphis domestica	SAMEA4699608					female		no					Lausanne Genomics Technology Facility	ERA1502210		public	28942EF4F04C587F363F3A22B8AB893F	9A94D7C730D1D3D2C9D570BE897602FF
ERR2603904	2019-02-19 08:13:03	2019-02-24 09:33:11	0	0	0	0	1111		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/ERR002/603/ERR2603904.sralite.1	ERX2620560	4637sTS.Opossum.Liver.90dpb.Male_s	RNA-Seq	PolyA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	ERP109071	PRJEB27035		523156	ERS2519780	SAMEA4699609	simple	13616	Monodelphis domestica	SAMEA4699609					male		no					Lausanne Genomics Technology Facility	ERA1502210		public	1D2B72546874016BAD0B5D5FB65DBB53	067BFBAB7246FA0F62C94C28CBB4BAC4
ERR2603905	2019-02-19 08:13:03	2019-02-24 09:30:45	0	0	0	0	1324		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/ERR002/603/ERR2603905.sralite.1	ERX2620561	5868sTS.Opossum.Liver.90dpb.Female_s	RNA-Seq	PolyA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	ERP109071	PRJEB27035		523156	ERS2519781	SAMEA4699610	simple	13616	Monodelphis domestica	SAMEA4699610					female		no					Lausanne Genomics Technology Facility	ERA1502210		public	EA9FC1B7A79FA471D1A0D30F99FA3D2A	877CA5EAE3DDDD25439BF05F2411BADB
ERR2603906	2019-02-19 08:13:03	2019-02-24 09:32:21	0	0	0	0	1569		https://sra-pub-run-odp.s3.amazonaws.com/sra/ERR2603906/ERR2603906	ERX2620562	4606sTS.Opossum.Ovary.90dpb.Female_s	RNA-Seq	PolyA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	ERP109071	PRJEB27035		523156	ERS2519782	SAMEA4699611	simple	13616	Monodelphis domestica	SAMEA4699611					female		no					Lausanne Genomics Technology Facility	ERA1502210		public	6740770B42277D4B2204A8892592C5C6	62882DE33ED51D570FD4C91B60C51A0A
ERR2603907	2019-02-19 08:13:03	2019-02-24 09:34:43	0	0	0	0	1060		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/ERR002/603/ERR2603907.sralite.1	ERX2620563	4613sTS.Opossum.Ovary.90dpb.Female_s	RNA-Seq	PolyA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	ERP109071	PRJEB27035		523156	ERS2519783	SAMEA4699612	simple	13616	Monodelphis domestica	SAMEA4699612					female		no					Lausanne Genomics Technology Facility	ERA1502210		public	AD9C96B1A7DE26BF67EC7EE661E8DA52	7812FABEB30B47B97EC82C035AFEDD4A
ERR2603908	2019-02-19 08:13:03	2021-10-24 07:36:42	34980724	3533053124	0	101	1267		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/ERR002/2603/ERR2603908/ERR2603908.lite.2	ERX2620564	4619sTS.Opossum.Testis.90dpb.Male_s	RNA-Seq	PolyA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	ERP109071	PRJEB27035		523156	ERS2519784	SAMEA4699613	simple	13616	Monodelphis domestica	SAMEA4699613					male		no					Lausanne Genomics Technology Facility	ERA1502210		public	81BBE8371402FE7CB2DE2C21C170AD03	80BA82AE375A1FB3937A78FDB52A434A
ERR2603909	2019-02-19 08:13:03	2019-02-24 09:34:40	0	0	0	0	1394		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/ERR002/603/ERR2603909.sralite.1	ERX2620565	4638sTS.Opossum.Testis.90dpb.Male_s	RNA-Seq	PolyA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	ERP109071	PRJEB27035		523156	ERS2519785	SAMEA4699614	simple	13616	Monodelphis domestica	SAMEA4699614					male		no					Lausanne Genomics Technology Facility	ERA1502210		public	4606B1A8595AC34B200455FD58FEEA5A	819B5CAA19C832EACDB4999D8FA038C1
ERR2603794	2019-02-19 08:13:01	2021-10-24 07:36:38	32696494	3302345894	0	101	1254		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/ERR002/2603/ERR2603794/ERR2603794.lite.2	ERX2620450	4761sTS.Opossum.Kidney.21dpb.Male_s	RNA-Seq	PolyA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	ERP109071	PRJEB27035		523156	ERS2519670	SAMEA4699499	simple	13616	Monodelphis domestica	SAMEA4699499					male		no					Lausanne Genomics Technology Facility	ERA1502210		public	54F5D575545CA4882D1ADDC8F8863DFE	F10F325C1203A4DA5A3E65A1347F7095
ERR2603795	2019-02-19 08:13:01	2019-02-24 08:41:07	0	0	0	0	1238		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/ERR002/603/ERR2603795.sralite.1	ERX2620451	4764sTS.Opossum.Kidney.21dpb.Male_s	RNA-Seq	PolyA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	ERP109071	PRJEB27035		523156	ERS2519671	SAMEA4699500	simple	13616	Monodelphis domestica	SAMEA4699500					male		no					Lausanne Genomics Technology Facility	ERA1502210		public	215DA000319E3E8D2BAD51F10400593F	1F579908B0CF6A871E23683AE3286609
ERR2603796	2019-02-19 08:13:01	2019-02-24 08:42:13	0	0	0	0	1204		https://sra-pub-run-odp.s3.amazonaws.com/sra/ERR2603796/ERR2603796	ERX2620452	4681sTS.Opossum.Liver.21dpb.Female_s	RNA-Seq	PolyA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	ERP109071	PRJEB27035		523156	ERS2519672	SAMEA4699501	simple	13616	Monodelphis domestica	SAMEA4699501					female		no					Lausanne Genomics Technology Facility	ERA1502210		public	19A44B242A856BC2387599E9C733A55F	3634089941FA0B8E47EFD633F62C08B9
ERR2603797	2019-02-19 08:13:01	2019-02-24 08:41:10	0	0	0	0	1161		https://sra-pub-run-odp.s3.amazonaws.com/sra/ERR2603797/ERR2603797	ERX2620453	4759sTS.Opossum.Liver.21dpb.Female_s	RNA-Seq	PolyA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	ERP109071	PRJEB27035		523156	ERS2519673	SAMEA4699502	simple	13616	Monodelphis domestica	SAMEA4699502					female		no					Lausanne Genomics Technology Facility	ERA1502210		public	EB8BA5754D8AFE9FF95F6E09503DE576	80A73DE93549D10B77FF5FDC2B995CA6
ERR2603798	2019-02-19 08:13:01	2021-10-24 07:39:23	38558842	3894443042	0	101	1492		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/ERR002/2603/ERR2603798/ERR2603798.lite.2	ERX2620454	4762sTS.Opossum.Liver.21dpb.Male_s	RNA-Seq	PolyA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	ERP109071	PRJEB27035		523156	ERS2519674	SAMEA4699503	simple	13616	Monodelphis domestica	SAMEA4699503					male		no					Lausanne Genomics Technology Facility	ERA1502210		public	C129B544D7F9A9BD6C3D2F20C59BEDAD	9CAF9DDA3B77CFF49D37AA4C2F0F37F0
ERR2603799	2019-02-19 08:13:01	2021-10-24 07:39:12	38218693	3860087993	0	101	1481		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/ERR002/2603/ERR2603799/ERR2603799.lite.2	ERX2620455	4765sTS.Opossum.Liver.21dpb.Male_s	RNA-Seq	PolyA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	ERP109071	PRJEB27035		523156	ERS2519675	SAMEA4699504	simple	13616	Monodelphis domestica	SAMEA4699504					male		no					Lausanne Genomics Technology Facility	ERA1502210		public	584B51A4DC70C9AF9A939637C951C3B5	73E80047607D803D120720AF9E05F85C
ERR2603800	2019-02-19 08:13:01	2019-02-24 08:44:03	0	0	0	0	1067		https://sra-pub-run-odp.s3.amazonaws.com/sra/ERR2603800/ERR2603800	ERX2620456	4956sTS.Opossum.Ovary.21dpb.Female_s	RNA-Seq	PolyA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	ERP109071	PRJEB27035		523156	ERS2519676	SAMEA4699505	simple	13616	Monodelphis domestica	SAMEA4699505					female		no					Lausanne Genomics Technology Facility	ERA1502210		public	09AC0EC78158BABFDE70F01CE56E7413	CDEAB82E8A3056C4F4F54846D47DA295
ERR2603801	2019-02-19 08:13:01	2019-02-24 08:43:02	0	0	0	0	1147		https://sra-pub-run-odp.s3.amazonaws.com/sra/ERR2603801/ERR2603801	ERX2620457	4957sTS.Opossum.Ovary.21dpb.Female_s	RNA-Seq	PolyA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	ERP109071	PRJEB27035		523156	ERS2519677	SAMEA4699506	simple	13616	Monodelphis domestica	SAMEA4699506					female		no					Lausanne Genomics Technology Facility	ERA1502210		public	680FF973C6DA162389BC158BF0A26FFB	B631428B24A85BDE2F151D1D47140927
ERR2603802	2019-02-19 08:13:01	2019-02-24 08:42:49	0	0	0	0	1905		https://sra-pub-run-odp.s3.amazonaws.com/sra/ERR2603802/ERR2603802	ERX2620458	5329sTS.Opossum.Testis.21dpb.Male_s	RNA-Seq	PolyA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	ERP109071	PRJEB27035		523156	ERS2519678	SAMEA4699507	simple	13616	Monodelphis domestica	SAMEA4699507					male		no					Lausanne Genomics Technology Facility	ERA1502210		public	9093697D94CF26BA7EC319BD8DF4563B	D0299F48B9B73AED66D46883314A5917
ERR2603803	2019-02-19 08:13:01	2021-10-24 07:41:36	42857279	4328585179	0	101	1627		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/ERR002/2603/ERR2603803/ERR2603803.lite.2	ERX2620459	5330sTS.Opossum.Testis.21dpb.Male_s	RNA-Seq	PolyA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	ERP109071	PRJEB27035		523156	ERS2519679	SAMEA4699508	simple	13616	Monodelphis domestica	SAMEA4699508					male		no					Lausanne Genomics Technology Facility	ERA1502210		public	689ACA5AFDCCD0DCFF63956C5808EB88	338C1946405F161DEB312BC1BF21A868
ERR2603804	2019-02-19 08:13:01	2019-02-24 08:45:07	0	0	0	0	1584		https://sra-pub-run-odp.s3.amazonaws.com/sra/ERR2603804/ERR2603804	ERX2620460	4657sTS.Opossum.Brain.28dpb.Female_s	RNA-Seq	PolyA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	ERP109071	PRJEB27035		523156	ERS2519680	SAMEA4699509	simple	13616	Monodelphis domestica	SAMEA4699509					female		no					Lausanne Genomics Technology Facility	ERA1502210		public	A1C25E9626754B3C255315CB4760EFD6	16DCCCB0F1989234189B90FE85C77C7C
ERR2603805	2019-02-19 08:13:01	2019-02-24 08:44:24	0	0	0	0	1898		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/ERR002/603/ERR2603805.sralite.1	ERX2620461	4684sTS.Opossum.Brain.28dpb.Female_s	RNA-Seq	PolyA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	ERP109071	PRJEB27035		523156	ERS2519681	SAMEA4699510	simple	13616	Monodelphis domestica	SAMEA4699510					female		no					Lausanne Genomics Technology Facility	ERA1502210		public	F0A970A5048265F4955ED6CE8EA350F1	251689A789B1B608D8B7112331B6F0B4
ERR2603806	2019-02-19 08:13:01	2021-10-24 07:36:57	34826262	3517452462	0	101	1265		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/ERR002/2603/ERR2603806/ERR2603806.lite.2	ERX2620462	4686sTS.Opossum.Brain.28dpb.Male_s	RNA-Seq	PolyA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	ERP109071	PRJEB27035		523156	ERS2519682	SAMEA4699511	simple	13616	Monodelphis domestica	SAMEA4699511					male		no					Lausanne Genomics Technology Facility	ERA1502210		public	7BBFDA5404B9282F78B7A21C7F87E0D7	B4D59CF4EB9C225BCF48F9B15AC2EBF5
ERR2603807	2019-02-19 08:13:01	2019-02-24 08:46:17	0	0	0	0	816		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/ERR002/603/ERR2603807.sralite.1	ERX2620463	4688sTS.Opossum.Brain.28dpb.Male_s	RNA-Seq	PolyA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	ERP109071	PRJEB27035		523156	ERS2519683	SAMEA4699512	simple	13616	Monodelphis domestica	SAMEA4699512					male		no					Lausanne Genomics Technology Facility	ERA1502210		public	B6AEEE525E9ADE09C6CC0D5D3544EB1E	84429C53888181CDD95897DAE01C7779
ERR2603808	2019-02-19 08:13:01	2019-02-24 08:45:32	0	0	0	0	990		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/ERR002/603/ERR2603808.sralite.1	ERX2620464	4662sTS.Opossum.Heart.28dpb.Female_s	RNA-Seq	PolyA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	ERP109071	PRJEB27035		523156	ERS2519684	SAMEA4699513	simple	13616	Monodelphis domestica	SAMEA4699513					female		no					Lausanne Genomics Technology Facility	ERA1502210		public	5E71686E09EB12EC735FEA8EC5A02520	C9AE24666AFB4AA3919027EB1A0C8D52
ERR2603809	2019-02-19 08:13:01	2019-02-24 08:47:56	0	0	0	0	2727		https://sra-pub-run-odp.s3.amazonaws.com/sra/ERR2603809/ERR2603809	ERX2620465	4666sTS.Opossum.Heart.28dpb.Female_s	RNA-Seq	PolyA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	ERP109071	PRJEB27035		523156	ERS2519685	SAMEA4699514	simple	13616	Monodelphis domestica	SAMEA4699514					female		no					Lausanne Genomics Technology Facility	ERA1502210		public	10DBB48FCCDF37B8BE4F70FEE2709A1C	65C204ADC7D4149B345BA12D4C0FBC23
ERR2603810	2019-02-19 08:13:01	2021-10-24 07:44:04	43311370	4374448370	0	101	1560		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/ERR002/2603/ERR2603810/ERR2603810.lite.2	ERX2620466	4683sTS.Opossum.Cerebellum.28dpb.Female_s	RNA-Seq	PolyA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	ERP109071	PRJEB27035		523156	ERS2519686	SAMEA4699515	simple	13616	Monodelphis domestica	SAMEA4699515					female		no					Lausanne Genomics Technology Facility	ERA1502210		public	D604F46007C17CCBE87AC6D197E49DAF	153618ED26DACFB38220BEF28429082A
ERR2603811	2019-02-19 08:13:01	2019-02-24 08:47:30	0	0	0	0	1798		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/ERR002/603/ERR2603811.sralite.1	ERX2620467	4685sTS.Opossum.Cerebellum.28dpb.Female_s	RNA-Seq	PolyA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	ERP109071	PRJEB27035		523156	ERS2519687	SAMEA4699516	simple	13616	Monodelphis domestica	SAMEA4699516					female		no					Lausanne Genomics Technology Facility	ERA1502210		public	C06BA600E6B0E81F746B0105A4D05EBE	E8771203CA9F36FADA97D972EC2307C3
ERR2603812	2019-02-19 08:13:01	2019-02-24 08:47:15	0	0	0	0	1235		https://sra-pub-run-odp.s3.amazonaws.com/sra/ERR2603812/ERR2603812	ERX2620468	4687sTS.Opossum.Cerebellum.28dpb.Male_s	RNA-Seq	PolyA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	ERP109071	PRJEB27035		523156	ERS2519688	SAMEA4699517	simple	13616	Monodelphis domestica	SAMEA4699517					male		no					Lausanne Genomics Technology Facility	ERA1502210		public	F022CAED5C7F009C2980558927D3D4D9	57A06B45211AA9E32470665D4C0DE5E2
ERR2603813	2019-02-19 08:13:01	2019-02-24 08:49:24	0	0	0	0	1478		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/ERR002/603/ERR2603813.sralite.1	ERX2620469	4667sTS.Opossum.Kidney.28dpb.Female_s	RNA-Seq	PolyA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	ERP109071	PRJEB27035		523156	ERS2519689	SAMEA4699518	simple	13616	Monodelphis domestica	SAMEA4699518					female		no					Lausanne Genomics Technology Facility	ERA1502210		public	D59771CDEEA75B3758BF5C3ED65F785F	F82A8BA9BF8646DB7D628284B38E23C5
ERR2603814	2019-02-19 08:13:01	2021-10-24 07:34:42	30828359	3113664259	0	101	1067		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/ERR002/2603/ERR2603814/ERR2603814.lite.2	ERX2620470	5879sTS.Opossum.Kidney.28dpb.Female_s	RNA-Seq	PolyA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	ERP109071	PRJEB27035		523156	ERS2519690	SAMEA4699519	simple	13616	Monodelphis domestica	SAMEA4699519					female		no					Lausanne Genomics Technology Facility	ERA1502210		public	078C00F0DEBB9DA2327A12D55BB0B443	A69E1B06886C5EC2DBA1F1467F3534CE
ERR2603815	2019-02-19 08:13:01	2019-02-24 08:49:40	0	0	0	0	1659		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/ERR002/603/ERR2603815.sralite.1	ERX2620471	5880sTS.Opossum.Kidney.28dpb.Male_s	RNA-Seq	PolyA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	ERP109071	PRJEB27035		523156	ERS2519691	SAMEA4699520	simple	13616	Monodelphis domestica	SAMEA4699520					male		no					Lausanne Genomics Technology Facility	ERA1502210		public	98FBB3FF1E6061B6B664EE05CCD9E644	40A61907BFFAF8CAD6E663703971640F
ERR2603816	2019-02-19 08:13:01	2019-02-24 08:49:22	0	0	0	0	934		https://sra-pub-run-odp.s3.amazonaws.com/sra/ERR2603816/ERR2603816	ERX2620472	4664sTS.Opossum.Liver.28dpb.Female_s	RNA-Seq	PolyA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	ERP109071	PRJEB27035		523156	ERS2519692	SAMEA4699521	simple	13616	Monodelphis domestica	SAMEA4699521					female		no					Lausanne Genomics Technology Facility	ERA1502210		public	0F6C3F6100297BCA8C2C0DBFE55649DC	3A144CEC7C3D2DABE1AB5A2C1D0B8464
ERR2603817	2019-02-19 08:13:01	2019-02-24 08:50:10	0	0	0	0	987		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/ERR002/603/ERR2603817.sralite.1	ERX2620473	4673sTS.Opossum.Liver.28dpb.Male_s	RNA-Seq	PolyA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	ERP109071	PRJEB27035		523156	ERS2519693	SAMEA4699522	simple	13616	Monodelphis domestica	SAMEA4699522					male		no					Lausanne Genomics Technology Facility	ERA1502210		public	FF85C3A32B29C830E538B73D2E40F0CE	9B03F74FAEECB293839090492B628E71
ERR2603818	2019-02-19 08:13:01	2019-02-24 08:50:29	0	0	0	0	902		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/ERR002/603/ERR2603818.sralite.1	ERX2620474	4665sTS.Opossum.Ovary.28dpb.Female_s	RNA-Seq	PolyA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	ERP109071	PRJEB27035		523156	ERS2519694	SAMEA4699523	simple	13616	Monodelphis domestica	SAMEA4699523					female		no					Lausanne Genomics Technology Facility	ERA1502210		public	C1463504A220227E7AD7AE5416C991FF	F145CC8AA59020D0CB62740F06A412AE
ERR2603819	2019-02-19 08:13:01	2021-10-24 07:32:19	23816689	2405485589	0	101	797		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/ERR002/603/ERR2603819.sralite.1	ERX2620475	4677sTS.Opossum.Testis.28dpb.Male_s	RNA-Seq	PolyA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	ERP109071	PRJEB27035		523156	ERS2519695	SAMEA4699524	simple	13616	Monodelphis domestica	SAMEA4699524					male		no					Lausanne Genomics Technology Facility	ERA1502210		public	FC1FD2B2A096FC4F914101986E0960CD	E5E6A0899A1D7930C0A93B7B1963730B
